Factions	Character Notes	Sorting Order	Sub Faction	Name	Character Type	Character Gender	Status	Was leader?	age	x	y	Traits	Ancillaries	ARMIES (Max 20 units)
byzantium	-	47	-	Euphymia	character_record	female	dead 50	never_a_leader	120	-	-	-	-	-
byzantium	-	48	-	Isaakios Komnenos	character_record	male	dead 19	past_leader	79	-	-	-	-	-
byzantium	-	49	-	Ioannis Komnenos	character_record	male	dead 13	never_a_leader	80	-	-	-	-	-
byzantium	-	50	-	Ekaterina ek_Boulgarias	character_record	female	dead 19	never_a_leader	80	-	-	-	-	-
byzantium	-	51	-	Maria	character_record	female	off_map	never_a_leader	56	-	-	-	-	-
byzantium	-	52	-	Prokopia	character_record	female	alive	never_a_leader	57	-	-	-	-	-
byzantium	-	53	-	Anna Dalassena	character_record	female	alive	never_a_leader	60	-	-	-	-	-
byzantium	-	54	-	Eudokia Komnenos	character_record	female	alive	never_a_leader	25	-	-	-	-	-
byzantium	-	55	-	Sergia	character_record	female	alive	never_a_leader	36	-	-	-	-	-
byzantium	-	56	-	Alexios_i Komnenos	character_record	male	alive	never_a_leader	4	-	-	-	-	-
byzantium	-	57	-	Konstantinos Komnenos	character_record	male	alive	never_a_leader	0	-	-	-	-	-
byzantium	-	58	-	Irene Doukas	character_record	female	alive	never_a_leader	19	-	-	-	-	-
byzantium	-	59	-	Anna Komnenos	character_record	female	alive	never_a_leader	5	-	-	-	-	-
byzantium	-	60	-	Ioannes Komnenos	character_record	male	alive	never_a_leader	2	-	-	-	-	-
byzantium	-	61	-	Andronikos Komnenos	character_record	male	alive	never_a_leader	1	-	-	-	-	-
byzantium	-	62	-	Isaakios_i Komnenos	character_record	male	alive	never_a_leader	0	-	-	-	-	-
byzantium	-	63	-	Ioannis Melissenos	character_record	male	alive	never_a_leader	0	-	-	-	-	-
byzantium	-	64	-	Zoe Doukas	character_record	female	alive	never_a_leader	17	-	-	-	-	-
byzantium	-	65	-	Andronikos_i Komnenos	character_record	male	alive	never_a_leader	1	-	-	-	-	-
byzantium	-	66	-	Maria Komnenos	character_record	female	alive	never_a_leader	26	-	-	-	-	-
byzantium	-	67	-	Grigorios Taronites	character_record	male	alive	never_a_leader	2	-	-	-	-	-
byzantium	-	68	-	Eusevia	character_record	female	alive	never_a_leader	58	-	-	-	-	-
byzantium	-	69	-	Anna Doukas	character_record	female	alive	never_a_leader	18	-	-	-	-	-
byzantium	-	70	-	Nikephoros_i Palaiologos	character_record	male	alive	never_a_leader	3	-	-	-	-	-
byzantium	-	71	-	Alexios Palaiologos	character_record	male	alive	never_a_leader	0	-	-	-	-	-
byzantium	-	72	-	Andronikos Doukas	character_record	male	dead 41	never_a_leader	120	-	-	-	-	-
byzantium	-	73	-	Danae	character_record	female	dead 38	never_a_leader	120	-	-	-	-	-
byzantium	-	74	-	Konstantinos Doukas	character_record	male	dead 13	past_leader	80	-	-	-	-	-
byzantium	-	75	-	Eudokia Makrembolitiss	character_record	female	alive	never_a_leader	59	-	-	-	-	-
byzantium	-	76	-	Michael_i Doukas	character_record	male	dead 3	past_leader	30	-	-	-	-	-
byzantium	-	77	-	Andronikos_ii Doukas	character_record	male	dead 3	never_a_leader	23	-	-	-	-	-
byzantium	-	78	-	Zoe_i Doukas	character_record	female	dead 0	never_a_leader	17	-	-	-	-	-
byzantium	-	79	-	Irene Pegonitissa	character_record	female	alive	never_a_leader	56	-	-	-	-	-
byzantium	-	80	-	Andronikos_i Doukas	character_record	male	dead 3	never_a_leader	39	-	-	-	-	-
byzantium	-	81	-	Konstantinos_i Doukas	character_record	male	dead 6	never_a_leader	32	-	-	-	-	-
byzantium	of Georgia	82	-	Maria ek_Alani	character_record	female	alive	never_a_leader	27	-	-	-	-	-
byzantium	-	83	-	Maria ek_Boulgarias	character_record	female	alive	never_a_leader	38	-	-	-	-	-
byzantium	-	84	-	Irene_i Doukas	character_record	female	dead 2	never_a_leader	19	-	-	-	-	-
byzantium	-	85	-	Anna_i Doukas	character_record	female	dead 0	never_a_leader	18	-	-	-	-	-
byzantium	-	86	-	Bardas Phokas	character_record	male	dead 48	never_a_leader	100	-	-	-	-	-
byzantium	-	87	-	Ioanna	character_record	female	dead 40	never_a_leader	100	-	-	-	-	-
byzantium	-	88	-	Maritza	character_record	female	alive	never_a_leader	32	-	-	-	-	-
byzantium	-	89	-	Konstantinos Gabras	character_record	male	alive	never_a_leader	4	-	-	-	-	-
byzantium	-	90	-	Theophano Mouzalonissa	character_record	female	alive	never_a_leader	21	-	-	-	-	-
byzantium	-	91	-	Konstantinos Diogenes	character_record	male	dead 29	never_a_leader	80	-	-	-	-	-
byzantium	-	92	-	Sophia Argyros	character_record	female	dead 20	never_a_leader	80	-	-	-	-	-
byzantium	-	93	-	Romanos Diogenes	character_record	male	dead 7	past_leader	49	-	-	-	-	-
byzantium	-	94	-	Eudokia Makrembolitissa	character_record	female	alive	never_a_leader	59	-	-	-	-	-
byzantium	-	95	-	Areovindos Axouch	character_record	male	dead 0	never_a_leader	30	-	-	-	-	-
byzantium	-	98	-	Thekla	character_record	female	dead 0	never_a_leader	30	-	-	-	-	-
byzantium	-	99	-	Ioannis Axouch	character_record	male	alive	never_a_leader	0	-	-	-	-	-
byzantium	-	100	-	Filippa	character_record	female	alive	never_a_leader	38	-	-	-	-	-
byzantium	-	101	-	Arete	character_record	female	alive	never_a_leader	30	-	-	-	-	-
byzantium	-	102	-	Radoslav	character_record	male	dead 41	never_a_leader	80	-	-	-	-	-
byzantium	-	103	-	Anna	character_record	female	dead 32	never_a_leader	80	-	-	-	-	-
byzantium	-	104	-	Branislav	character_record	male	dead 4	never_a_leader	50	-	-	-	-	-
byzantium	-	105	-	Eirini	character_record	female	alive	never_a_leader	44	-	-	-	-	-
byzantium	-	106	-	Kocapar Branislavljevic	character_record	male	off_map	never_a_leader	23	-	-	-	-	-
byzantium	-	107	-	Grubesa_i Branislavljevic	character_record	male	off_map	never_a_leader	17	-	-	-	-	-
byzantium	-	108	-	Elaionora	character_record	female	alive	never_a_leader	7	-	-	-	-	-
sicily	-	73	-	Emma d_Altavilla	character_record	female	alive	never_a_leader	28	-	-	-	-	-
byzantium	Asperon	62	-	Kekavmenos	named character	male	-	-	20	303	239	-	psfanc_Asperon	byzantine_frontier_cavalry, byzantine_spearmen, byzantine_crossbowmen, kypchak_light_cav
byzantium	Kellía	62	-	Theofanes	named character	male	-	-	20	300	234	-	psfanc_Kiliya	byzantine_light_guards, kypchak_light_cav, kypchak_light_cav
byzantium	Vudini	62	-	Eusevios	named character	male	-	-	20	263	220	-	psfanc_Vidin	byzantine_frontier_cavalry, wallachian_spearmen, bulgarian_archers, wallachian_horsearchers
byzantium	Vranitsova	62	-	Zinon	named character	male	-	-	20	254	226	-	psfanc_Kostolac	byzantine_frontier_cavalry, serbo_balkan_infantry, byzantine_spearmen, wallachian_horsearchers
byzantium	Nisos	62	-	Theofovos	named character	male	-	-	20	259	214	-	psfanc_Nish	bulgarian_boyars, serbo_balkan_infantry, byzantine_light_guards
byzantium	Skadar	62	-	Astikos	named character	male	-	-	20	245	206	-	psfanc_Skadar	byzantine_frontier_cavalry, serbo_balkan_infantry, bulgarian_archers
byzantium	Corfu	62	-	Stavros	named character	male	-	-	20	247	186	-	psfanc_Corfu	byzantine_frontier_cavalry, byzantine_spearmen
byzantium	Krk	62	-	Niketas	named character	male	-	-	20	214	228	-	psfanc_Krk	byzantine_frontier_cavalry, croatian_light_cav, byzantine_light_guards, byzantine_light_guards
byzantium	Argostoli	62	-	Nifon	named character	male	-	-	20	252	176	-	psfanc_Argostoli	byzantine_light_guards, byzantine_crossbowmen
byzantium	Zakynthos	62	-	Iasitos	named character	male	-	-	20	253	173	-	psfanc_Zakynthos	byzantine_spearmen, byzantine_crossbowmen
byzantium	Monemvasia	62	-	Pavlos	named character	male	-	-	20	267	165	-	psfanc_Monemvasia	byzantine_spearmen, byzantine_crossbowmen, sfaxioti
byzantium	Xalkis	62	-	Petros	named character	male	-	-	20	271	179	-	psfanc_Chalkida	byzantine_frontier_cavalry, byzantine_spearmen, byzantine_crossbowmen
byzantium	Paros	62	-	Sokrates	named character	male	-	-	20	280	168	-	psfanc_Paros	byzantine_light_guards, byzantine_light_guards, byzantine_spearmen
byzantium	Chios	62	-	Dauid	named character	male	-	-	20	285	178	-	psfanc_Chios	byzantine_heavy_cav, byzantine_light_guards, byzantine_spearmen, byzantine_crossbowmen
byzantium	Mytilene	62	-	Velisarios	named character	male	-	-	20	287	183	-	psfanc_Mytilene	byzantine_frontier_cavalry, byzantine_light_guards, byzantine_light_guards
byzantium	Pérgamon	62	-	Markianos	named character	male	-	-	20	291	183	-	psfanc_Bergama	byzantine_frontier_cavalry, byzantine_spearmen, byzantine_crossbowmen, byzantine_light_guards, turcoman_horse_archers
byzantium	Sárdeis	62	-	Efemios	named character	male	-	-	20	297	179	-	psfanc_Sartmahmut	byzantine_light_guards, byzantine_crossbowmen, byzantine_pikemen
byzantium	Phokaia	62	-	Avramios	named character	male	-	-	20	290	180	-	psfanc_Izmir_Foca	byzantine_light_guards, turcoman_horse_archers, turcoman_horse_archers, byzantine_spearmen
byzantium	Ephesos	62	-	Filoromos	named character	male	-	-	20	293	174	-	psfanc_Ephesos	byzantine_heavy_cav, byzantine_spearmen, byzantine_pikemen, byzantine_crossbowmen, byzantine_early_cataphracts
byzantium	Magnesia ad Sipylum	62	-	Ktenas	named character	male	-	-	20	293	180	-	psfanc_Manisa	byzantine_frontier_cavalry, byzantine_pikemen
byzantium	Tralleis	62	-	Zigavinos	named character	male	-	-	20	295	175	-	psfanc_Aydin	byzantine_pikemen, byzantine_light_guards, byzantine_crossbowmen, byzantine_latin_knights
byzantium	Tíon	62	-	Kalamodios	named character	male	-	-	20	319	202	-	psfanc_Filyos	byzantine_spearmen, byzantine_crossbowmen, turcoman_horse_archers
byzantium	Pompeiopolis	62	-	Ieremias	named character	male	-	-	20	331	203	-	psfanc_Taskopru	byzantine_frontier_cavalry, byzantine_pikemen, byzantine_light_guards
byzantium	Oenoe	62	-	Nikeforos	named character	male	-	-	20	350	199	-	psfanc_Unye	byzantine_frontier_cavalry, byzantine_light_guards
byzantium	Mavrokastron	62	-	Veniamin	named character	male	-	-	20	359	194	-	psfanc_Sebinkarahisar	byzantine_villeins, byzantine_frontier_cavalry
byzantium	Livane	62	-	Eumathios	named character	male	-	-	20	377	200	-	psfanc_Artvin	byzantine_light_guards, european_archers, byzantine_villeins
byzantium	Rhizaion	62	-	Priskos	named character	male	-	-	20	370	199	-	psfanc_Rize	byzantine_light_guards, byzantine_pikemen
byzantium	Arsamosata	62	-	Markellinos	named character	male	-	-	20	368	180	-	psfanc_Arsamosata	byzantine_villeins, byzantine_light_guards, turcoman_horse_archers
byzantium	Soandos	62	-	Kosmas	named character	male	-	-	20	337	179	-	psfanc_Nevsehir	byzantine_light_guards, byzantine_villeins
byzantium	Antiokheia tes Pisidias	62	-	Kekilianos	named character	male	-	-	20	315	177	-	psfanc_Yalvac	byzantine_frontier_cavalry, byzantine_light_guards, byzantine_crossbowmen
byzantium	Anemorion	62	-	Arkelos	named character	male	-	-	20	327	162	-	psfanc_Anemurium	byzantine_heavy_cav, byzantine_spearmen, byzantine_crossbowmen
byzantium	Korykos	62	-	Appollonas	named character	male	-	-	20	335	165	-	psfanc_Kizkalesi	byzantine_spearmen, byzantine_crossbowmen, byzantine_early_cataphracts
byzantium	Chania	62	-	Loukas	named character	male	-	-	20	273	157	-	psfanc_Chania	byzantine_light_guards, byzantine_crossbowmen
byzantium	Rethymnon	62	-	Theoleptos	named character	male	-	-	20	277	156	-	psfanc_Rethymnon	byzantine_spearmen, byzantine_crossbowmen
byzantium	Servlia	62	-	Prokopios	named character	male	-	-	20	260	191	-	psfanc_Servia	byzantine_heavy_cav, byzantine_spearmen, byzantine_crossbowmen
byzantium	Triaditsa	62	-	Ioannikios	named character	male	-	-	20	266	210	-	psfanc_Sofia	byzantine_light_guards, byzantine_crossbowmen
byzantium	Tsepina	62	-	Stavrakios	named character	male	-	-	20	271	205	-	psfanc_Tsepina	byzantine_spearmen, bulgarian_archers, byzantine_early_cataphracts
byzantium	Sudaq	62	-	Marinos	named character	male	-	-	20	335	229	-	psfanc_Sudak	byzantine_spearmen, byzantine_crossbowmen,  kypchak_light_cav
byzantium	Kerch	62	-	Lidas	named character	male	-	-	20	341	232	-	psfanc_Kerch	byzantine_light_guards, khazar_horse_archers, byzantine_villeins
byzantium	Lemesós	62	-	Gavriel	named character	male	-	-	20	329	152	-	psfanc_Limassol	byzantine_heavy_cav, byzantine_spearmen, byzantine_crossbowmen
byzantium	Hagios Hilarion	62	-	Nevoulos	named character	male	-	-	20	329	156	-	psfanc_St_Hilarion_Castle	byzantine_spearmen, byzantine_latin_knights, byzantine_crossbowmen
byzantium	Ammóchostos	62	-	Narses	named character	male	-	-	20	335	154	-	psfanc_Famagusta	byzantine_frontier_cavalry, byzantine_light_guards, byzantine_pikemen
england	Bishop's Lynn	62	-	Egbert	named character	male	-	-	20	129	291	-	psfanc_Kings_Lynn	english_fyrdmen, european_militia_spearmen, european_militia_spearmen, european_crossbowmen
england	Ipswich	62	-	Immin	named character	male	-	-	20	135	286	-	psfanc_Ipswich	english_yeomen_cav, european_militia_spearmen, english_churls
england	Wintoncaster	62	-	Geoffrey	named character	male	-	-	20	121	278	-	psfanc_Winchester	european_militia_spearmen, european_militia_spearmen, european_archers
england	Dover	62	-	David	named character	male	-	-	20	134	277	-	psfanc_Dover	european_mounted_sergeants, european_spearmen, norman_cavalry, european_crossbowmen
england	Carisbrooke	62	-	Cudberct	named character	male	-	-	20	121	273	-	psfanc_Carisbrook	european_armoured_infantry, european_spearmen, european_archers, norman_cavalry
armenia	St Symeon	19	-	Lyewon	named character	male	-	-	20	347	161	-	psfanc_Samandag	armenian_sergeants, european_militia_spearmen, european_archers
armenia	Tarsos	19	-	Hayton	named character	male	-	-	20	342	168	-	psfanc_Tarsus	feudal_retinue, european_militia_spearmen, armenian_javelineers
armenia	Anazarbos	19	-	Khachig	named character	male	-	-	20	345	171	-	psfanc_Ain_Zarba	feudal_retinue, armenian_men_at_arms, european_crossbowmen
armenia	Sis	19	-	Dawit	named character	male	-	-	20	345	173	-	psfanc_Kozan	armenian_sergeants, armenian_heavy_maces, european_mounted_sergeants, armenian_archers
armenia	Zengibar	19	-	Mushel	named character	male	-	-	20	354	180	-	psfanc_Zengibar	armenian_sergeants, armenian_swordsmen, armenian_spearmen, armenian_archers
armenia	Malitene	19	-	Zakare	named character	male	-	-	20	357	177	-	psfanc_Malitene	feudal_retinue, armenian_mounted_javelins, armenian_spearmen
armenia	Germanikeia	19	-	David	named character	male	-	-	20	351	173	-	psfanc_Marash	feudal_retinue, armenian_spearmen, armenian_archers
armenia	Turbessel	19	-	Alinach	named character	male	-	-	20	355	167	-	psfanc_Turbessel	european_mounted_sergeants, byzantine_early_cataphracts, armenian_spearmen
armenia	Kaysun	19	-	Johan	named character	male	-	-	20	357	173	-	psfanc_Kaysun	armenian_sergeants, armenian_heavy_maces, armenian_javelineers
bohemia	Loket	24	-	Mikulas	named character	male	-	-	20	202	270	-	psfanc_Loket	bohemian_foot_retinue, bohemian_frontier_guards, european_spearmen
bohemia	Domazlice	24	-	Markvart	named character	male	-	-	20	203	263	-	psfanc_Domazlice	bohemian_foot_retinue, bohemian_frontier_guards, european_militia_spearmen, bohemian_archers
bohemia	Bilina	24	-	Bores	named character	male	-	-	20	208	273	-	psfanc_Bilina	european_knights, european_commoner_spearmen
bohemia	Litomierzice	24	-	Vitek	named character	male	-	-	20	211	273	-	psfanc_Litomerice	bohemian_foot_retinue, european_militia_spearmen, bohemian_archers
bohemia	Nove Hrady	24	-	Puta	named character	male	-	-	20	214	258	-	psfanc_Nove_Hrady	european_knights, bohemian_frontier_guards, european_crossbowmen
bohemia	Mlady Boleslaw	24	-	Vit	named character	male	-	-	20	215	272	-	psfanc_Boleslav	european_knights, european_commoner_spearmen, european_mounted_sergeants
bohemia	Gradistie	24	-	Vladivoj	named character	male	-	-	20	230	261	-	psfanc_Hradiste	european_knights, european_commoner_spearmen, bohemian_frontier_guards, european_crossbowmen
bohemia	Jiczin	24	-	Kaspar	named character	male	-	-	20	233	265	-	psfanc_Jicin	european_knights, bohemian_frontier_guards, bohemian_frontier_guards, european_crossbowmen, european_mounted_sergeants
bohemia	Zittau	24	-	Sobeslav	named character	male	-	-	20	213	276	-	psfanc_Zittau	bohemian_foot_retinue, european_militia_spearmen, european_archers
bohemia	Lübben	24	-	Detrich	named character	male	-	-	20	209	285	-	psfanc_Lubben	bohemian_foot_retinue, bohemian_frontier_guards, european_mounted_sergeants
bohemia	Zhorelec	24	-	Herman	named character	male	-	-	20	213	279	-	psfanc_Gorlitz	bohemian_foot_retinue, bohemian_frontier_guards, european_militia_spearmen, bohemian_archers
england	Portsmouth	63	-	Bertwald	admiral	male	-	-	24	121	275	-	-	holks_and_cogs
england	Normandy	63	-	Fulk	admiral	male	-	-	35	130	263	-	-	holks_and_cogs, holks_and_cogs, longships, longships
england	Norwich	63	-	Hubert	admiral	male	-	-	41	131	292	-	-	holks_and_cogs, longships
denmark	Alabu	23	-	Esben	named character	male	-	-	20	183	329	-	psfanc_Aalborg	scandinavian_younger_sons, european_militia_spearmen, european_archers, norwegian_mounted_patrol
denmark	Reynoldsburgh	23	-	Hardknut	named character	male	-	-	20	183	305	-	psfanc_Rendsburg	scandinavian_mounted_sergeants, european_spearmen, european_commoner_spearmen, european_commoner_spearmen, european_crossbowmen
slave	Dalaborg	150	sweden	Birger	named character	male	-	-	20	197	345	-	psfanc_Dalaborg	scandinavian_foot_retinue, swedish_heathen_peasants, swedish_heathen_peasants, scandinavian_longbowmen
slave	Skanninge	150	sweden	Magnus	named character	male	-	-	20	211	343	-	psfanc_Skanninge	swedish_heathens, woodsmen, european_archers
slave	Skeingeborg	150	sweden	Sweyn	named character	male	-	-	20	206	324	-	psfanc_Skeingeborg	swedish_heathens, woodsmen, scandinavian_longbowmen
slave	Liungby	150	sweden	Gostav	named character	male	-	-	20	205	328	-	psfanc_Ljungby	european_commoner_spearmen, european_commoner_spearmen
slave	Kalmar	150	sweden	Ulf	named character	male	-	-	20	218	327	-	psfanc_Kalmar	scandinavian_foot_retinue, european_commoner_spearmen, european_militia_spearmen, scandinavian_longbowmen, scandinavian_longbowmen
slave	Stegeborg	150	sweden	Syxten	named character	male	-	-	20	220	343	-	psfanc_Stegeborg	swedish_heathen_lords, swedish_heathen_peasants, swedish_heathen_peasants, scandinavian_longbowmen
slave	Norrkoping	150	sweden	Thome	named character	male	-	-	20	217	345	-	psfanc_Norrkoping	swedish_heathens, woodsmen
slave	Nykoping	150	sweden	Karl	named character	male	-	-	20	221	346	-	psfanc_Nykoping	swedish_heathen_lords, swedish_heathens, swedish_heathen_peasants, swedish_heathen_peasants, scandinavian_longbowmen, woodsmen
slave	Trosa	150	sweden	Kanut	named character	male	-	-	20	226	348	-	psfanc_Trosa	scandinavian_foot_retinue, swedish_heathens, european_militia_spearmen, european_archers
slave	Stockholm	150	sweden	Mats	named character	male	-	-	20	227	352	-	psfanc_Stockholm	swedish_heathen_lords, swedish_heathen_peasants, swedish_heathen_peasants
slave	Strangnas	150	sweden	Ubbe	named character	male	-	-	20	221	352	-	psfanc_Strangnas	swedish_heathen_lords, swedish_heathen_peasants, finnic_javelineers, european_militia_spearmen
slave	Goksholm	150	sweden	Andree	named character	male	-	-	20	213	351	-	psfanc_Goksholm	swedish_heathen_lords, swedish_heathens, swedish_heathen_peasants, swedish_heathen_peasants, scandinavian_longbowmen
slave	Arboga	150	sweden	Eskil	named character	male	-	-	20	215	353	-	psfanc_Arboga	swedish_heathen_peasants, swedish_heathen_peasants
slave	Vasteras	150	sweden	Biorne	named character	male	-	-	20	218	355	-	psfanc_Vasteras	scandinavian_foot_retinue, swedish_heathen_peasants, european_militia_spearmen, european_archers
slave	Sigtuna	150	sweden	Joan	named character	male	-	-	20	226	356	-	psfanc_Sigtuna	swedish_heathens, european_militia_spearmen, finnic_warriors
slave	Orbyhus	150	sweden	Anund	named character	male	-	-	20	226	361	-	psfanc_Dannemora_Gruvor	swedish_heathen_lords, swedish_heathen_peasants, swedish_heathen_peasants
slave	Borganas	150	sweden	Ketill	named character	male	-	-	20	212	362	-	psfanc_Borganas	swedish_heathen_lords, swedish_heathen_peasants, finnic_javelineers, woodsmen, woodsmen
slave	Gavle	150	sweden	Keldor Storrada	named character	male	-	-	20	221	365	-	psfanc_Gavle	swedish_heathens, woodsmen
slave	Faxeholm	150	sweden	Orm Storrada	named character	male	-	-	20	220	372	-	psfanc_Faxeholm	swedish_heathen_lords, swedish_heathens, swedish_heathens, scandinavian_longbowmen, swedish_heathen_peasants
