Building	Capability	Capability Requirements
suburbs	recruit_pool "georgian_spearmen"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
suburbs	recruit_pool "georgian_archers"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
suburbs	recruit_pool "georgian_peasant_spearmen"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
suburbs	happiness_bonus bonus 1	factions { kiev, novgorod, slave, }
suburbs	law_bonus bonus 4	factions { kiev, novgorod, slave, }
suburbs	population_growth_bonus bonus 4	factions { kiev, novgorod, slave, }
suburbs	population_health_bonus bonus -2	factions { kiev, novgorod, slave, }
suburbs	trade_base_income_bonus bonus 4	factions { kiev, novgorod, slave, }
suburbs	recruit_pool "Venetian_selectees"  1   0.3   2  0	factions { venice, slave, } and event_counter is_player_autonomy 0
sudnii	law_bonus bonus 6	factions { kiev, slave, }
suds_golovy	law_bonus bonus 8	factions { kiev, slave, }
suds_golovy	trade_base_income_bonus bonus 4	factions { kiev, slave, }
Suke	armour 3	-
Suke	archer_bonus 2	factions { cumans,  slave, }
Suke	cavalry_bonus 1	factions { cumans,  slave, }
Suke	free_upkeep bonus 2	factions { cumans,  slave, }
Suke	heavy_cavalry_bonus bonus 1	factions { cumans,  slave, }
Suke	law_bonus bonus -16	factions { cumans,  slave, }
Suke	recruitment_slots 5	factions { cumans,  slave, }
Suke	recruits_exp_bonus bonus 5	factions { cumans,  slave, }
Suke	retrain_cost_bonus bonus 2	factions { cumans,  slave, }
Suke	weapon_melee_blade 1	factions { cumans,  slave, }
Suke	weapon_projectile 2	factions { cumans,  slave, }
Sumun	construction_cost_bonus_stone bonus 10	factions { cumans,  slave, }
Sumun	construction_cost_bonus_wooden bonus 10	factions { cumans,  slave, }
Sumun	free_upkeep bonus 1	factions { cumans,  slave, }
Sumun	law_bonus bonus 10	factions { cumans,  slave, }
Sumun	population_growth_bonus bonus 6	factions { cumans,  slave, }
Sumun	recruits_exp_bonus bonus 1	factions { cumans,  slave, }
Sumun	trade_base_income_bonus bonus 10	factions { cumans,  slave, }
Sumun	recruit_pool "cuman_heavy_cav"  1   0.3   2  0	factions { cumans,  slave, } and event_counter is_player_autonomy 0
Sumun	recruit_pool "cuman_horse_archers"  1   0.3   2  0	factions { cumans,  slave, } and event_counter is_player_autonomy 0
Sumun	recruit_pool "cuman_nobles"  1   0.3   2  0	factions { cumans,  slave, } and event_counter is_player_autonomy 0
Sumun	recruit_pool "khazar_heavy_cav"  1   0.3   2  0	factions { cumans,  slave, } and event_counter is_player_autonomy 0
Sumun	recruit_pool "khazar_horse_archers"  1   0.3   2  0	factions { cumans,  slave, } and event_counter is_player_autonomy 0
Sumun	recruit_pool "khazar_mercenaries"  1   0.3   2  0	factions { cumans,  slave, } and event_counter is_player_autonomy 0
Sumun	recruit_pool "kypchak_light_cav"  1   0.3   2  0	factions { cumans,  slave, } and event_counter is_player_autonomy 0
Sumun	recruit_pool "pecheneg_light_cav"  1   0.3   2  0	factions { cumans,  slave, } and event_counter is_player_autonomy 0
Suq_al_Askar	armour 3	factions { egypt, moors, seljuks, syria, turks,  slave, }
Suq_al_Askar	recruits_exp_bonus bonus 1	factions { egypt, moors, seljuks, syria, turks,  slave, }
Suq_al_Askar	trade_base_income_bonus bonus 3	factions { egypt, moors, seljuks, syria, turks,  slave, }
Suq_al_Haddad	armour 2	factions { egypt, moors, seljuks, syria, turks,  slave, }
Suq_al_Haddad	trade_base_income_bonus bonus 2	factions { egypt, moors, seljuks, syria, turks,  slave, }
Suq_al_sani	archer_bonus 1	factions { egypt, moors, seljuks, syria, turks,  slave, }
Suq_al_sani	armour 3	factions { egypt, moors, seljuks, syria, turks,  slave, }
Suq_al_sani	recruits_exp_bonus bonus 1	factions { egypt, moors, seljuks, syria, turks,  slave, }
Suq_al_sani	trade_base_income_bonus bonus 4	factions { egypt, moors, seljuks, syria, turks,  slave, }
Suq_al_sani	recruit_pool "persian_heavy_arbalesters"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
Sventa	happiness_bonus bonus 3	-
Sventa	population_health_bonus bonus 2	-
Sventa	religion_level bonus 2	-
Sventa	stage_games 1	factions { lithuania, slave, }
Sventa	recruit_pool "lithuanian_veterans"  1   0.3   2  0	factions { lithuania, slave, } and event_counter is_player_autonomy 0
Sventa	recruit_pool "lithuanian_werewolves"  1   0.3   2  0	factions { lithuania, slave, } and event_counter is_player_autonomy 0
Sventevith	law_bonus bonus -1	-
Sventevith	population_growth_bonus bonus 1	-
Sventevith	recruits_exp_bonus bonus 1	-
Sventevith	religion_level bonus 4	-
Sventevith	happiness_bonus bonus 4	factions { slave, slave, } and event_counter is_player_autonomy 0
Sventove	happiness_bonus bonus 5	-
Sventove	population_health_bonus bonus 4	-
Sventove	recruits_exp_bonus bonus 1	-
Sventove	recruits_morale_bonus bonus 1	-
Sventove	religion_level bonus 4	-
Sventove	stage_games 3	factions { lithuania, slave, }
Sventove	recruit_pool "lithuanian_veterans"  1   0.3   2  0	factions { lithuania, slave, } and event_counter is_player_autonomy 0
Sventove	recruit_pool "lithuanian_werewolves"  1   0.3   2  0	factions { lithuania, slave, } and event_counter is_player_autonomy 0
swordsmiths_guild	armour 3	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, }
swordsmiths_guild	trade_base_income_bonus bonus 4	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, }
swordsmiths_guild	weapon_melee_blade 1	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, }
Systemata	law_bonus bonus 2	factions { byzantium, slave, }
Systemata	population_growth_bonus bonus 2	factions { byzantium, slave, }
Systemata	trade_base_income_bonus bonus 4	factions { byzantium, slave, }
Szekler_border_guards	religion_level bonus 2	-
Szekler_border_guards	cavalry_bonus 1	factions { hungary, slave, }
Szekler_border_guards	happiness_bonus bonus 1	factions { hungary, slave, }
Szekler_border_guards	population_growth_bonus bonus 3	factions { hungary, slave, }
Szekler_border_guards	recruit_pool "szekelers" 1   0.3   2  0	factions { hungary, slave, } and event_counter is_player_autonomy 0
Szekler_border_guards	trade_base_income_bonus bonus 3	resource dogs
Szekler_Earldom	religion_level bonus 5	-
Szekler_Earldom	cavalry_bonus 2	factions { hungary, slave, }
Szekler_Earldom	happiness_bonus bonus 5	factions { hungary, slave, }
Szekler_Earldom	law_bonus bonus 4	factions { hungary, slave, }
Szekler_Earldom	population_growth_bonus bonus 12	factions { hungary, slave, }
Szekler_Earldom	population_health_bonus 1	factions { hungary, slave, }
Szekler_Earldom	retrain_cost_bonus 1	factions { hungary, slave, }
Szekler_Earldom	recruit_pool "szekelers" 1   0.3   2  0	factions { hungary, slave, } and event_counter is_player_autonomy 0
Szekler_Earldom	trade_base_income_bonus bonus 6	resource dogs
Szekler_land	religion_level bonus 2	-
Szekler_land	happiness_bonus bonus 1	factions { hungary, slave, }
Szekler_land	population_growth_bonus bonus 2	factions { hungary, slave, }
Szekler_land	recruit_pool "szekelers" 1   0.3   2  0	factions { hungary, slave, } and event_counter is_player_autonomy 0
Szekler_land	trade_base_income_bonus bonus 2	resource dogs
Szekler_law	religion_level bonus 4	-
Szekler_law	cavalry_bonus 1	factions { hungary, slave, }
Szekler_law	happiness_bonus bonus 4	factions { hungary, slave, }
Szekler_law	law_bonus bonus 2	factions { hungary, slave, }
Szekler_law	population_growth_bonus bonus 8	factions { hungary, slave, }
Szekler_law	recruit_pool "szekelers" 1   0.3   2  0	factions { hungary, slave, } and event_counter is_player_autonomy 0
Szekler_law	trade_base_income_bonus bonus 5	resource dogs
Szekler_Parliament	religion_level bonus 5	-
Szekler_Parliament	cavalry_bonus 2	factions { hungary, slave, }
Szekler_Parliament	happiness_bonus bonus 6	factions { hungary, slave, }
Szekler_Parliament	law_bonus bonus 5	factions { hungary, slave, }
Szekler_Parliament	population_growth_bonus bonus 12	factions { hungary, slave, }
Szekler_Parliament	population_health_bonus 1	factions { hungary, slave, }
Szekler_Parliament	retrain_cost_bonus 1	factions { hungary, slave, }
Szekler_Parliament	recruit_pool "szekelers" 1   0.3   2  0	factions { hungary, slave, } and event_counter is_player_autonomy 0
Szekler_Parliament	trade_base_income_bonus bonus 6	resource dogs
Szekler_seats	religion_level bonus 6	-
Szekler_seats	cavalry_bonus 3	factions { hungary, slave, }
Szekler_seats	happiness_bonus bonus 7	factions { hungary, slave, }
Szekler_seats	law_bonus bonus 6	factions { hungary, slave, }
Szekler_seats	population_growth_bonus bonus 14	factions { hungary, slave, }
Szekler_seats	population_health_bonus 2	factions { hungary, slave, }
Szekler_seats	recruitment_slots 11	factions { hungary, slave, }
Szekler_seats	retrain_cost_bonus 1	factions { hungary, slave, }
Szekler_seats	recruit_pool "szekelers" 1   0.3   2  0	factions { hungary, slave, } and event_counter is_player_autonomy 0
Szekler_seats	trade_base_income_bonus bonus 7	resource dogs
Szekler_tribes	religion_level bonus 1	-
Szekler_tribes	population_growth_bonus bonus 1	factions { hungary, slave, }
Szekler_tribes	recruit_pool "szekelers" 1   0.3   2  0	factions { hungary, slave, } and event_counter is_player_autonomy 0
Szekler_tribes	trade_base_income_bonus bonus 1	resource dogs
Szlachta	free_upkeep bonus 4	factions { poland, slave, }
Szlachta	law_bonus bonus 6	factions { poland, slave, }
Szlachta	population_growth_bonus bonus 3	factions { poland, slave, }
Szlachta	retrain_cost_bonus bonus 1	factions { poland, slave, }
Szlachta	trade_base_income_bonus bonus 2	factions { poland, slave, }
Szlachta	recruit_pool "polish_lords"  1   0.3   2  0	factions { poland, slave, } and event_counter is_player_autonomy 0
Table	law_bonus bonus 4	factions { armenia, slave, } and hidden_resource cypriot
Table	population_growth_bonus bonus 2	factions { armenia, slave, } and hidden_resource cypriot
Table	religion_level bonus 4	factions { armenia, slave, } and hidden_resource cypriot
Table	trade_base_income_bonus bonus 4	factions { armenia, slave, } and hidden_resource cypriot
Table	recruit_pool "cypriot_men_at_arms"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0 and hidden_resource cypriot
Table	recruit_pool "sword_of_cyprus_foot_knights"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0 and hidden_resource cypriot
Table	recruit_pool "levant_foot_knights"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, } and event_counter is_player_autonomy 0 and hidden_resource cypriot
Tagmata	armour 1	-
Tagmata	law_bonus bonus 4	-
Tagmata	recruit_pool "armenian_archers"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "armenian_mounted_javelins"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "armenian_reserves"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "armenian_reserves"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "armenian_swordsmen"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "armenian_javelineers"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "byzantine_early_cataphracts"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "byzantine_latin_knights"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "byzantine_arbalesters"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "byzantine_pikemen"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "byzantine_spearmen"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "byzantine_light_guards"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "byzantine_villeins"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "georgian_garrison_spearmen"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "georgian_horse_archers"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "georgian_banner_infantry"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "georgian_light_archers"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "georgian_archers"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "georgian_peasant_spearmen"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
Tagmata	recruit_pool "georgian_royal_retainers"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	armour 2	-
Tagmata_opliton	law_bonus bonus 4	-
Tagmata_opliton	recruit_pool "armenian_javelineers"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "armenian_archers"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "armenian_militia"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "armenian_mounted_javelins"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "armenian_reserves"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "armenian_reserves"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "armenian_sergeants"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "armenian_swordsmen"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "byzantine_early_cataphracts"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "byzantine_spearmen"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "byzantine_frontier_cavalry"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "byzantine_latin_knights"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "byzantine_spearmen"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "byzantine_pikemen"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "byzantine_arbalesters"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "byzantine_light_guards"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "byzantine_villeins"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Tagmata_opliton	recruit_pool "european_arbalesters"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
