Shared		Tooltips		Strat		Quotes		Export_Buildings		Expanded	
				SMT_MISSION_ACQUISITION_SUCCESS	Congratulations, you have successfully made the acquisition; the Guild owes you its thanks.						
				SMT_MISSION_TRADE_AGREEMENT_TITLE	Obtain Trade Agreement						
				SMT_MISSION_TRADE_AGREEMENT_PROPOSAL	We are losing lucrative trade opportunities, as we currently have no trade Agreement with this faction. The Guild would like you to obtain a trade agreement with these people.						
				SMT_MISSION_TRADE_AGREEMENT_EXPIRY_DEATH	This faction has been vanquished; a trade agreement with them is no longer possible.						
				SMT_MISSION_TRADE_AGREEMENT_EXPIRY_WAR	These fools have chosen war with us rather than peaceful trade. So be it, a trade agreement with them is no longer possible. 						
				SMT_MISSION_TRADE_AGREEMENT_FAILURE	You have not obtained a trade agreement with this faction; the Guild is disappointed with this outcome.						
				SMT_MISSION_TRADE_AGREEMENT_SUCCESS	Congratulations, you have successfully obtained a Trade Agreement with this faction; the Guild owes you its thanks.						
				SMT_MISSION_ANNEX_SETTLEMENT_TITLE	Annex Settlement						
				SMT_MISSION_ANNEX_SETTLEMENT_PROPOSAL	By rights, this settlement should be under our authority. It is a mockery for it to be held by our rivals. The Council suggests you send a diplomat and attempt to have them to hand it over. You may be able to offer them a settlement that is less valuable to us in exchange.						
				SMT_MISSION_ANNEX_SETTLEMENT_EXPIRY_DEATH	The faction you were to treaty with has been vanquished. There is no longer a need for you to send a diplomat to them. 						
				SMT_MISSION_ANNEX_SETTLEMENT_EXPIRY_LOST	Another faction has taken this settlement. There is no longer a need for you to send a diplomat to this faction.						
				SMT_MISSION_ANNEX_SETTLEMENT_FAILURE	You have failed to convince our rivals to hand over this settlement; the Council is greatly disappointed at this turn of events.						
				SMT_MISSION_ANNEX_SETTLEMENT_SUCCESS	Congratulations, you have successfully convinced this faction to hand over land that is rightfully ours; the Council is much impressed by your obvious authority.						
				SMT_MISSION_SEND_EMISSARY_TITLE	Send Emissary						
				SMT_MISSION_SEND_EMISSARY_PROPOSAL	There are foreigners almost at our very gates and we know very little of them. The Council suggests you send an emissary to this faction and initiate diplomatic relations.						
				SMT_MISSION_SEND_EMISSARY_EXPIRY_DEATH	The faction you were to meet with has been vanquished. There is no longer a need for you to send a diplomat to them.						
				SMT_MISSION_SEND_EMISSARY_FAILURE	You have failed to establish diplomatic relations with these people, the Council hopes this is for the best.						
				SMT_MISSION_SEND_EMISSARY_SUCCESS	Congratulations, you have successfully established diplomatic relations with these people; the Council admires the ease with which you handle diplomacy.						
				SMT_MISSION_REINFORCE_REGION_TITLE	Reinforce Region						
				SMT_MISSION_REINFORCE_REGION_PROPOSAL	This region is the frontier to our enemies, but is undermanned and vulnerable to attack. The Council suggests you increase our forces here by at least 4 units.						
				SMT_MISSION_REINFORCE_REGION_EXPIRY_LOST	It is too late, the settlement is lost! It can no longer be reinforced by our forces.						
				SMT_MISSION_REINFORCE_REGION_FAILURE	You have failed to reinforce this region and left it vulnerable to attack, the Council hopes this is all part of some master strategy.						
				SMT_MISSION_REINFORCE_REGION_SUCCESS	Well done, you have successfully reinforced this region against attacks from our foes, the Council is comforted by your wisdom.						
				SMT_MISSION_GUILD_BUILD_TITLE	A Gift from the Mason's Guild						
				SMT_MISSION_GUILD_BUILD_PROPOSAL	In recognition of your past aid and support to the Mason's Guild, the masons will build a church in your honour, so that the faithful may gather.						
				SMT_MISSION_REGICIDE_TITLE	Regicide						
				SMT_MISSION_REGICIDE_PROPOSAL	My father is naught but a simpering fool. If left to rule he will bring only ruin to what should be my empire. Kill him so that I may lead my empire to greatness, and our empires will rule the world side by side as brothers. I am willing to generously 'recompense' you for your troubles.						
				SMT_MISSION_REGICIDE_EXPIRY_DEATH	My 'noble' father has perished; you are no longer required to 'intervene'.						
				SMT_MISSION_REGICIDE_EXPIRY_HIDING	My father has gone to ground like the mole he is, you are no longer required to 'intervene'. 						
				SMT_MISSION_REGICIDE_FAILURE	You have failed to deal with my wretched father as I requested, I will not forget this.						
				SMT_MISSION_REGICIDE_SUCCESS	You have my endless gratitude; you have done both my people and myself a great favour. Your deed may go unsung but it will not go unrewarded, nor forgotten.						
				SMT_MISSION_CRUSADE_TITLE	A Holy Crusade						
				SMT_MISSION_CRUSADE_PROPOSAL	The Pope has called for a holy Crusade to this settlement. It is time for righteous steel and arms strengthened by faith to free this part of God's land from his enemies. You must create a Crusading army to join.						
				SMT_MISSION_CRUSADE_TARGET_PROPOSAL	It is a nightmarish day your people that inhabit this settlement, for the Pope has called a holy Crusade against it! The seemingly endless armies of Christendom will soon be marching to lay siege to the walls... Make peace with the Pope, or make ready to defend it!						
				SMT_MISSION_JIHAD_TITLE	A Jihad						
				SMT_MISSION_JIHAD_PROPOSAL	A Jihad is moving on this settlement to clean away the infidels. It is time to dispense rightful anger upon these snakes in men's clothing. You must create a Jihad army to join.						
				SMT_MISSION_JIHAD_TARGET_PROPOSAL	A great Imam has called for the warriors of Islam to take up holy Jihad against your people and descend upon this settlement! The willingness of the Muslim soldiers' to die for such a cause make this one of the most terrifying perils the people of this place will ever face... Ensure they are prepared.						
				SMT_VOTE	Vote						
				SMT_PREFERATI	Preferati						
				SMT_SUPPORTERS	Supporters						
				SMT_UNDECIDED_VOTES	Undecided Votes						
				SMT_CLICK_DIPLOMACY	Click to start diplomacy						
				SMT_VOTES	Votes						
				SMT_PAPAL_STANDING_ELECTION_0	His Holiness believes the flames of eternal damnation are too good for you.						
				SMT_PAPAL_STANDING_ELECTION_1	His Holiness hopes there is place amongst the flames of eternal damnation for you.						
				SMT_PAPAL_STANDING_ELECTION_2	His Holiness will not suffer your name to be spoken aloud in his presence.						
				SMT_PAPAL_STANDING_ELECTION_3	His Holiness has found your faith wanting.						
				SMT_PAPAL_STANDING_ELECTION_4	His Holiness has little good to say about you.						
				SMT_PAPAL_STANDING_ELECTION_5	His Holiness feels neither ill will or good will towards you.						
				SMT_PAPAL_STANDING_ELECTION_6	His Holiness feels no ill will against you.						
				SMT_PAPAL_STANDING_ELECTION_7	Your faith satisfies his Holiness.						
				SMT_PAPAL_STANDING_ELECTION_8	Your faith pleases his Holiness.						
				SMT_PAPAL_STANDING_ELECTION_9	Your faith inspires his Holiness.						
				SMT_PAPAL_STANDING_ELECTION_10	In His Holiness' eyes, your faith is an inspiration to all Christendom!						
				SMT_POPE_ELECTED	%S (%S) has been named the new Pope and guide to all Christendom.						
				SMT_VOTED_POPE	You were wise to support him in the last election and he will not forget your show of faith.						
				SMT_VOTED_NO_POPE	You were unwise to go against him. Your lack of faith shall not be forgotten.						
				SMT_NO_POPE	There is no Pope at present. The Papal seat remains vacant.						
				SMT_EXCOMMUNICATE	His Holiness the Pope has denounced the leader of this faction, excommunicating them from the Catholic faith.						
				SMT_ACCEPT_ELECTION	Click to enter elections						
				SMT_DIPLOMACY_OFFER_RECOMMUNICATION_DEMAND	Request reconciliation						
				SMT_DIPLOMACY_OFFER_RECOMMUNICATION_OFFER	Offer reconciliation						
				SMT_DIPLOMACY_OFFER_CARDINAL_VOTE_DEMAND	Demand Cardinal votes						
				SMT_STATE_ICON_FEAR	Fear						
				SMT_STATE_ICON_GLORY	Glory						
				SMT_STATE_ICON_EXCOMMUNICATION	Excommunication						
				SMT_ATTACKING_THIS_CRUSADE_WILL_EXCOMMUNICATE	The army you wish to attack is on a Crusade from His Holiness the Pope. Attacking it is cause for excommunication. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_NAVY_WILL_EXCOMMUNICATE	His Holiness the Pope has requested that you not commence hostilities with this faction. Attacking this navy will result in excommunication. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_ARMY_WILL_EXCOMMUNICATE	His Holiness the Pope has requested that you not commence hostilities with this faction. Attacking this army will result in excommunication. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_CHARACTER_WILL_EXCOMMUNICATE	His Holiness the Pope has requested that you not commence hostilities with this faction. Attacking this character will result in excommunication. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_SETTLEMENT_WILL_EXCOMMUNICATE	His Holiness the Pope has requested that you not commence hostilities with this faction. Attacking this settlement will result in excommunication. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_FORT_WILL_EXCOMMUNICATE	His Holiness the Pope has requested that you not commence hostilities with this faction. Attacking this fort will result in excommunication. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_PORT_WILL_EXCOMMUNICATE	His Holiness the Pope has requested that you not commence hostilities with this faction. Blockading this port will result in excommunication. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_CRUSADE_WILL_EXCOMMUNICATE_ASSASSIN	The army you wish to attack is on a Crusade from His Holiness the Pope. If your assassin is caught, you will be excommunicated. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_CHARACTER_WILL_EXCOMMUNICATE_ASSASSIN	His Holiness the Pope has requested that you not commence hostilities with this faction. If your assassin is caught, you will be excommunicated. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_CHARACTER_WILL_BREAK_ALLIANCE_ASSASSIN	You are currently allied with this character's faction. If your assassin is caught, the alliance will be broken and war will be declared. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR_ASSASSIN	There are no hostilities between you and this character's faction. If your assassin is caught it will be considered a declaration of war. Are you sure you wish to proceed?						
				SMT_CONFIRM_EXCOMMUNICATION_ATTACK	This will result in excommunication!						
				SMT_ATTACKING_POPE_WILL_EXCOMMUNICATE	You are about to launch an attack against the Papal States, and to do so will result in your immediate excommunication from the Catholic Church! Aside from making a new enemy in the Papacy, it will probably also result in the rest of Christendom waging war on you as well... Are you sure you wish to proceed?						
				SMT_ATTACKING_POPE_WILL_EXCOMMUNICATE_ASSASSIN	You are about to target an important figure from the Papal States for assassination. In the event that your agent is discovered, it will most certainly result in your excommunication from the Catholic Church. Aside from making a new enemy in the Papacy, this could well also result in the rest of Christendom declaring war on you as well. Are you sure you wish to proceed?						
				SMT_DISBAND_IMPOSSIBLE_IN_BATTLE	Cannot disband units involved in a battle						
				SMT_DISBAND_IMPOSSIBLE_NAMED_GENERAL	Cannot disband the general's unit						
				SMT_DISBAND_IMPOSSIBLE_WHILST_SIEGING	Cannot disband units while laying siege						
				SMT_DISBAND_IMPOSSIBLE_DOCKED	Ships can only disband while docked at a port						
				SMT_DISBAND_IMPOSSIBLE_NOT_ON_LAND	Cannot disband units whilst at sea						
				SMT_DISBAND_IMPOSSIBLE_WHILST_EXCHANGING	Cannot disband units while a transfer is in progress						
				SMT_DOMINATION_VICTORY	Once again the world has a dominant culture... Yours! No other realm can come close to rivalling the size, scope or power of your all-conquering empire. Your capital has become the centre of the civilised world, your visage is embossed on coin found even in the far east, and your family crest is now the most powerful secular symbol ever beheld.\n\nCaesar... Alexander... Charlemagne... These are names that will soon be forgotten now that you have made their legacies seem petty and unambitious. May your dynasty and legacy reign eternal!						
				SMT_MERCENARY_PAY_FROM_LOOTING	florins payed to mercenaries from loot						
				SMT_CAPABILITY_RECRUITMENT_SLOTS	Recruitment slots allowed:						
				SMT_SLOTS_REMAINING	Recruitment Slots Remaining : %d						
				SMT_PRINCESS_MERGE	Click to have the princess merge into the army						
				SMT_PRINCESS_DIPLOMACY	Click to have the princess enter diplomacy						
				SMT_ROSTERS	Rosters						
				SMT_MISSION_BUTTON	Click to display your current missions						
				SMT_FINANCE_BUTTON	Click to display your financial details						
				SMT_PRISONERS_TITLE_CAPTOR	Prisoners Captured						
				SMT_PRISONERS_TITLE_CAPTIVE	Prisoners Ransomed						
				SMT_RANSOM_BUTTON_TITLE_CAPTOR	What will we do with these prisoners of war?						
				SMT_RANSOM_BUTTON_TITLE_CAPTIVE	Will you pay the demanded ransom?						
				SMT_TROOPS_CAPTURED_CAPTOR	Enemies Captured						
				SMT_TROOPS_CAPTURED_CAPTIVE	Your Captured Forces						
				SMT_TOTAL_RANSOM_VALUE	Total Ransom Value: %d						
				SMT_RANSOM_BUTTON	Ransom						
				SMT_RELEASE_BUTTON	Release						
				SMT_EXECUTE_BUTTON	Execute						
				SMT_ACCEPT_RANSOM_BUTTON	Accept						
				SMT_REJECT_RANSOM_BUTTON	Decline						
				SMT_CHARACTER_RANK	Rank						
				SMT_UNIT	Unit						
				SMT_MEN_CAPTURED	Men Captured						
				SMT_RANSOM_VALUE	Ransom Value						
				SMT_MAKE_OFFER_BUTTON	Make offer						
				SMT_RANSOM_ACCEPTED_TITLE	Ransom Accepted						
				SMT_RANSOM_REJECTED_TITLE	Ransom Rejected						
				SMT_RANSOM_COULD_NOT_PAY_TITLE	Ransom Rejected						
				SMT_RANSOM_ACCEPTED_BODY	Excellent news! The enemy has agreed to pay your ransom demands, and have sent emissaries with the required sum of money in exchange for the safe return of their troops.						
				SMT_RANSOM_REJECTED_BODY	Our cold-hearted enemy has refused to meet our most reasonable ransom demands, and thus, the prisoners have been executed!						
				SMT_RANSOM_COULD_NOT_PAY_BODY	Our enemy claims they cannot afford the ransom, and as a result the prisoners that you have captured have been executed!						
				SMT_EXECUTED_PRISONER	Executed:						
				SMT_RELEASED_X_PRISONERS	Wonderful news! In an act of compassion, mercy and honour, our enemies have released %d prisoners that they captured in the last battle. 						
