Name	DotS Type	In-Game Name	Description	Effects Description	Title Type	Transferable ?	Ancillary Image	Exclude Bearers of These Ancillaries	Exclude These Cultures	Title Class (1-6) Q is special	Effects (separated by comma)
Nikephoros_Botaneiates_Bio	-	Nikephoros III Botaneiates	Nikephoros III Botaneiates was Byzantine emperor from 1078, claiming descent from the Byzantine Phokas family. Botaneiates had served as general from the reign of Constantine IX. Drawn to politics, he had been an active participant in the uprising that brought Isaac I to the throne in 1057. Although considered a competent general, he suffered a number of humiliating setbacks throughout his career, such as suffering the humiliation of capture in 1064 defending the Balkan frontiers against Oghuz Turks. Excluded from Romanos's campaign at Manzikert, he retired to his estates in Anatolia, but eventually, under Michael VII Doukas, he became strategos of the Anatolic theme and commander of the troops in Asia Minor. Here he participated in the shambolic acts that crippled the empire’s eastern provinces, including his strategic retreat during John Doukas’s confrontation with Norman mercenary rebels, resulting in the humiliating defeat of the Byzantine army, and the capture of John Doukas. In 1078 he revolted against Michael VII and his finance minister Nikephoritzes, and with the support of the Seljuk Turks, marched upon Nicaea, proclaiming himself emperor. In the face of another rebellious general, Nikephoros Bryennios, his election was ratified by the aristocracy and clergy, while Michael VII abdicated and became a monk. On 24 March 1078, Nikephoros III Botaneiates entered Constantinople in triumph and was crowned by Patriarch Kosmas I of Constantinople. With the help of his general Alexios Komnenos, he defeated Bryennios and other rivals, but failed to clear the invading Turks out of Asia Minor. Nikephoros' administration did not win him much support, and almost immediately the uprisings began, and consequently, Nikephoros quickly became increasingly dependent on the support of his general, Alexios Komnenos.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Alexios_Komnenos_Bio	-	Alexios I Komnenos	Alexios I Komnenos was the son of the Domestic of the Schools, John Komnenos and Anna Dalassena, and the nephew of Isaac I Komnenos (emperor 1057–1059). Alexios's father declined the throne on the abdication of Isaac, who was accordingly succeeded by four emperors of other families from after 1059. Under one of these emperors, Romanos IV Diogenes (1067–1071), Alexios served with distinction against the Seljuq Turks. Under Michael VII Doukas (1071–1078) and Nikephoros III Botaneiates, he was also employed, along with his elder brother Isaac, against rebels in Asia Minor, Thrace, and in Epirus. In 1074, the western mercenaries led by Roussel de Bailleul rebelled in Asia Minor, but Alexios had successfully subdued them by 1076. In 1078, he was appointed commander of the field army in the West by Nikephoros III. In this capacity, Alexios defeated the rebellions of Nikephoros Bryennios the Elder and Nikephoros Basilakes, first at the Battle of Kalavrye and the latter in a surprise night attack on his camp. Alexios was ordered to march against his brother-in-law Nikephoros Melissenos in Asia Minor but refused to fight his kinsman. This did not, however, lead to a demotion, as Alexios was needed to counter the expected invasion of the Normans of Southern Italy, led by Robert Guiscard.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Isaakios_ii_Komneno_Bio	-	Isaac Komnenos	Isaac Komnenos was a notable Byzantine general in the 1070s and one of the major supporters Alexios I Komnenos, who was his younger brother. Isaac was the second-eldest son of the Domestic of the Schools, John Komnenos, and Anna Dalassene. As such he belonged to the highest aristocracy of Byzantium, being the nephew of Emperor Isaac I Komnenos (r. 1057–1059). In 1072 the Emperor Michael VII Doukas (r. 1071–1078) married him to Irene, a Georgian princess and cousin to Michael's empress, Maria of Alania. In the 1070s, following the disaster of the Battle of Manzikert, Isaac was employed as military commander in Anatolia against the Seljuk Turks. In 1073, as Domestic of the Schools of the East, he was captured by the Turks and was released only after ransoming. In the next year, he was again sent East, as doux of Antioch, where he quelled local unrest, but was again captured by the Turks and had to be ransomed by the citizens of the city. During the reign of Nikephoros III Botaneiates he enjoyed the emperor's favour, and plotted at court, using his influence with Empress Maria to advance the position of the Komnenos clan; especially that of his younger brother Alexios.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Nikephoros_Melissenos_Bio	-	Nikephoros Melissenos	Nikephoros Melissenos was a general and aristocrat of distinguished lineage, born circa 1045 at Dorylaeum, where his family held extensive estates. His father belonged to the Bourtzes line while his mother to the illustrious Melissenos family. Sometime before 1067, Nikephoros married Eudokia Komnene, the second daughter of John Komnenos, and sister of Alexios I Komnenos. Melissenos held the rank of magistros and the post of governor of Triaditza for some time during the 1060s, and in 1070 joined the field army commanded by his eldest brother-in-law, the protostrator Manuel Komnenos, in a campaign against the Seljuk Turks, which nonetheless ended in defeat near Sebasteia. Melissenos remained loyal to Michael VII Doukas (r. 1071–1078) during the rebellion of Nikephoros Botaneiates which began in October 1077. Michael VII rewarded him by appointing him to Botaneiates's post as strategos of the Anatolic Theme, but after Botaneiates's victory and entry into Constantinople in April 1078, Melissenos was exiled to the island of Kos. In 1080, Melissenos left Kos and returned to Asia Minor. There he succeeded in gaining the support of the local population, and in recruiting many Turkish tribesmen as mercenaries to his army. One by one, the cities of western and central Asia Minor opened up their gates to him. But Alexios Komnenos, having been commanded by the emperor to subdue him, refused to fight his kinsman, and Melissenos continued to serve Alexios faithfully throughout the rest of his life, agreeing to march alongside Alexios in his campaign against the Normans of Robert Guiscard.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Nikephoros_Palaiologos_Bio	-	Nikephoros Palaiologos	Nikephoros Palaiologos, the first known member of the Palaiologos family, is first attested as Doukas partisan and hostile to Romanos IV Diogenes (r. 1068–1071) becoming a member of the opposition around the Caesar John Doukas and Michael Psellos. After the fall of Romanos following the Battle of Manzikert, Nikephoros was dispatched east against the Norman mercenary Roussel de Bailleul, who had rebelled against imperial rule. After gathering some 6,000 mercenaries in Georgia, he confronted Roussel, but his Georgian troops defected and he was defeated. In 1077, he is recorded as doux of Mesopotamia. Although loyal to the Doukas dynasty and Emperor Michael VII Doukas (r. 1071–1078), he did permit his son George to join the rebellion of Nikephoros Botaneiates, who became emperor as Nikephoros III.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Nikephoros_Bryennios_Bio	-	Nikephoros Bryennios	Nikephoros Bryennios the Elder was a general considered by his contemporaries as the best tactician in the empire. Nikephoros had steadily risen through the ranks of the military, and given an important command by Romanos IV at Manzikert. Commanding the left wing, he was one of the few generals who performed well at the battle. In 1072–1073, he served as doux of Bulgaria, where he reimposed Byzantine control after a series of uprisings, and was afterwards elevated to the position of doux of Dyrrhachium. In 1077, Nikephoros became disgusted with Michael VII's treaty with the Seljuk Turks, whereby large swathes of Anatolia were handed over to them, and decided that Michael was ineffective and inept. Assembling an army of Thracians, Bulgarians, Macedonians, Sclavonians, Italians, Franks, Uzes and Greeks, his forces reached the walls of Constantinople in November 1077. He allowed his troops to plunder and burn the city's suburbs. The thereby producing an opposition to his claims and allowing the detested Michael to force him to raise the siege and retreat into Thrace. His political weaknesses allowed Nikephoros III Botaneiates to become emperor, who offered Bryennios the title of Caesar if he would submit to him. Bryennios refused to do so, and Botaneiates sent the young Alexios Komnenos against him with an army composed of Greeks, Franks and Turkish cavalry. Despite possessing a significantly superior army, Bryennios was defeated, captured, and subsequently blinded. As he no longer posed a threat, Nikephoros III allowed his estates and property to be returned to him, and gave Bryennios new honours, after which Bryennios retired to his base at Adrianople.  	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Nikephoros_i_Bryennios_Bio	-	Nikephoros Bryennios the younger	Nikephoros Bryennios the younger, was a Byzantine general, statesman and historian. After the defeat of his father, the son, who was distinguished for his learning, personal beauty, and engaging qualities, gained the favour of Alexios I. At the suggestion of his mother-in-law he wrote a history ("Materials for a History") of the period from 1057 to 1081, beginning with the victory of Isaac I Komnenos over Michael VI. The work has been described as a family chronicle rather than a history, the object of which was the glorification of the house of Komnenos.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Theodoros_Gabras_Bio	-	Theodore Gabras	Theodore Gabras was a Byzantine governor in the Pontus, originally hailing from the Theme of Chaldia, who spent most of his adult life serving in the Byzantine army. A violent and energetic man, he gained considerable fame as a gifted soldier, both courageous and cunning, with an outstanding record of success. By 1067 he had risen to the ranks of patrikios, topoteretes and hypatos.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Olegk_Svyatoslavich_Bio	-	Oleg Svyatoslavich	Oleg Svyatoslavich of Chernigiv, sometimes also styled as ‘of Tmutarakan’, was a Rurikid prince whose equivocal adventures ignited political unrest in Kievan Rus' at the end of the 11th century. One of the sons of Sviatoslav II of Kiev, in the 1070s he ruled the towns of Rostov and Lutsk, whence he made a raid into Bohemia in 1076. That same year his father died in Kiev, and was succeeded by his brother Vsevolod. Failing to get along with him, Oleg had to flee to the distant Chernihivian domain on the Black Sea shore, called Tmutarakan. There, in 1078, he made an alliance with the Kipchaks, and with their support returned to his father's patrimony, Chernihiv. It was the first time that Slavic princes, in order to achieve their ends, brought pagan hordes to the walls of Russian cities. On October 3, 1078 Oleg's forces clashed with Vsevolod of Kiev at the Nezhatinnaya Niva. He was defeated and escaped to Tmutarakan, where the Khazars had him imprisoned and sent in chains to Constantinople. The emperor, who was a relative and ally of Vsevolod, exiled him to Rhodes, where he married a noble lady, Theophano Mouzalonissa, before returning once more to Tmutarakan.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Vladimir_i_Monomakh_Bio	-	Vladimir II Monomakh	Vladimir II Monomakh was a Velikiy Kniaz (Grand Prince) of Kievan Rus'. He was the son of Vsevolod I and Anastasia of the Eastern Roman Empire (d. 1067). Eupraxia of Kiev, a half-sister of Vladimir, became notorious all over Europe for her divorce from the Holy Roman Emperor Henry IV on the grounds that he had attempted a black mass on her naked body. In his famous Instruction (also known as The Testament) to his own children, Monomakh mentions that he conducted 83 military campaigns and 19 times made peace with the Polovtsi. At first he waged war against the steppe jointly with his cousin Oleg Svyatoslavich of Chernigiv, but ceased after Vladimir was sent by his father to rule Chernigov.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Vsevolod_Yaroslavich_Bio	-	Vsevolod I Yaroslavich	Vsevolod I Yaroslavich was the fourth and favourite son of Yaroslav I the Wise by Ingigerd Olafsdottir. Upon his father's death in 1054, he received in appanage the towns of Pereyaslav, Rostov, Suzdal, and the township of Beloozero. Together with his elder brothers Iziaslav and Sviatoslav he formed a sort of princely triumvirate which jointly waged war on the steppe nomads, polovtsy, and compiled the first East Slavic law code. In 1067 Vsevolod's Greek wife died and he soon married a Kypchak princess, Anna. She brought him another son and two daughters, one being Eupraxia of Kiev, who married Emperor Henry IV. Upon Sviatoslav's death in 1076, Vsevolod inherited the Kievan throne, but ceded it to the banished Iziaslav in return for his patrimony of Chernigov. But Iziaslav died two years later, and Vsevolod took the Kievan throne yet again. Vsevolod was versed in Greek learning and spoke five languages. Since he lost most of his battles, his eldest son, Vladimir Monomakh, a grand and famous warrior, did most of the fighting for his father. Last years of his reign were clouded by grave illness, and Vladimir Monomakh presided over the government.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
